"participant_id","participant_group","age_yrs","edu_year","letterstring_response_id","itemid","alphabet","A","B","C","D","response","rt","cleaned_response","correct_response","correct","stringdist","exclude","exclude_comment"
3975,"adult",20,NA,2586,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",11349,"iota mu","iota mu",1,0,"include","include"
3974,"adult",19,NA,2595,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",11615,"iota mu","iota mu",1,0,"include","include"
3983,"adult",22,NA,2628,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",12884,"iota mu","iota mu",1,0,"include","include"
3953,"adult",33,NA,2636,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&lambda;",36284,"iota lambda","iota mu",0,1,"include","include"
3972,"adult",20,NA,2674,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",21435,"iota mu","iota mu",1,0,"include","include"
3962,"adult",30,NA,2679,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",10718,"iota mu","iota mu",1,0,"include","include"
3976,"adult",27,NA,2720,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",21696,"iota mu","iota mu",1,0,"include","include"
3981,"adult",17,NA,2725,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",22984,"iota mu","iota mu",1,0,"include","include"
3986,"adult",21,NA,2757,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",6896,"iota mu","iota mu",1,0,"include","include"
3980,"adult",24,NA,2760,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",20176,"iota mu","iota mu",1,0,"include","include"
3992,"adult",33,NA,2763,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",8536,"iota mu","iota mu",1,0,"include","include"
3990,"adult",17,NA,2774,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&lambda;",8923,"iota lambda","iota mu",0,1,"include","include"
3988,"adult",32,NA,2789,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",30934,"iota mu","iota mu",1,0,"include","include"
3987,"adult",26,NA,2794,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",11020,"iota mu","iota mu",1,0,"include","include"
3989,"adult",25,NA,2800,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",7937,"iota mu","iota mu",1,0,"include","include"
3984,"adult",23,NA,2801,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",26010,"iota mu","iota mu",1,0,"include","include"
3996,"adult",21,NA,2877,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&lambda;",10118,"iota lambda","iota mu",0,1,"include","include"
3985,"adult",31,NA,2878,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",30515,"iota mu","iota mu",1,0,"include","include"
3998,"adult",24,NA,2880,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",24387,"iota mu","iota mu",1,0,"include","include"
3994,"adult",17,NA,2885,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",25028,"iota mu","iota mu",1,0,"include","include"
3995,"adult",28,NA,2910,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",10352,"iota mu","iota mu",1,0,"include","include"
3999,"adult",49,NA,2921,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&kappa;",12072,"iota kappa","iota mu",0,1,"include","include"
3993,"adult",17,NA,2923,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",24533,"iota mu","iota mu",1,0,"include","include"
4001,"adult",21,NA,2962,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&lambda;",12360,"iota lambda","iota mu",0,1,"include","include"
4000,"adult",39,NA,2974,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&lambda;",12243,"iota lambda","iota mu",0,1,"include","include"
4002,"adult",22,NA,2993,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",17612,"iota mu","iota mu",1,0,"include","include"
4003,"adult",22,NA,3016,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",11379,"iota mu","iota mu",1,0,"include","include"
4004,"adult",19,NA,3024,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",17174,"iota mu","iota mu",1,0,"include","include"
4005,"adult",17,NA,3052,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",14076,"iota mu","iota mu",1,0,"include","include"
4007,"adult",24,NA,3064,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",20241,"iota mu","iota mu",1,0,"include","include"
4006,"adult",17,NA,3077,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",22805,"iota mu","iota mu",1,0,"include","include"
3968,"adult",17,NA,3090,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&kappa;&iota;",11594,"kappa iota","iota mu",0,2,"include","include"
4019,"adult",17,NA,3107,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&kappa;&nu;",8201,"kappa nu","iota mu",0,2,"exclude","adult criterion 1: <80% items answered"
4020,"adult",33,NA,3119,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",11376,"iota mu","iota mu",1,0,"include","include"
4026,"adult",32,NA,3136,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ","&iota;&mu;",15498,"iota mu","iota mu",1,0,"include","include"
3730,"child",8,4,823,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&xi;&xi;",39514,"lambda xi xi","lambda nu nu",0,2,"include",""
3743,"child",9,5,860,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",86287,"lambda nu nu","lambda nu nu",1,0,"include",""
3752,"child",8,5,886,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&mu;&mu;",40754,"lambda mu mu","lambda nu nu",0,2,"include",""
3760,"child",9,5,918,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",23193,"lambda nu nu","lambda nu nu",1,0,"include",""
3762,"child",8,5,923,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",15922,"lambda nu nu","lambda nu nu",1,0,"include",""
3766,"child",9,5,995,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",32550,"lambda nu nu","lambda nu nu",1,0,"include",""
3771,"child",7,4,1016,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",49069,"lambda nu nu","lambda nu nu",1,0,"maybe","answered < 40% of Latin alphabet items correctly"
3772,"child",8,4,1028,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",41640,"lambda nu nu","lambda nu nu",1,0,"include",""
3779,"child",8,5,1049,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",65065,"lambda nu nu","lambda nu nu",1,0,"include",""
3785,"child",8,5,1072,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",79255,"lambda nu nu","lambda nu nu",1,0,"include",""
3790,"child",8,4,1084,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",44806,"lambda nu nu","lambda nu nu",1,0,"include",""
3795,"child",8,4,1090,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",24087,"lambda nu nu","lambda nu nu",1,0,"include",""
3798,"child",8,4,1114,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",20071,"lambda nu nu","lambda nu nu",1,0,"include",""
3799,"child",8,5,1136,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11014,"lambda nu nu","lambda nu nu",1,0,"include",""
3801,"child",9,5,1165,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",27028,"lambda nu nu","lambda nu nu",1,0,"include",""
3800,"child",9,5,1167,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",35500,"lambda nu nu","lambda nu nu",1,0,"include",""
3803,"child",8,4,1195,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",18018,"lambda nu nu","lambda nu nu",1,0,"include",""
3807,"child",8,5,1212,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",28837,"lambda nu nu","lambda nu nu",1,0,"include",""
3809,"child",8,5,1228,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",13483,"lambda nu nu","lambda nu nu",1,0,"include",""
3808,"child",8,5,1234,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",54460,"lambda nu nu","lambda nu nu",1,0,"include",""
3813,"child",8,4,1296,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&xi;&xi;",89020,"lambda xi xi","lambda nu nu",0,2,"include",""
3821,"child",9,5,1297,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&mu;&mu;",114058,"lambda mu mu","lambda nu nu",0,2,"include",""
3832,"child",9,5,1335,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",63023,"lambda nu nu","lambda nu nu",1,0,"include",""
3837,"child",9,5,1346,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",69451,"lambda nu nu","lambda nu nu",1,0,"include",""
3831,"child",7,4,1348,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;",91872,"lambda nu","lambda nu nu",0,2,"include",""
3842,"child",8,4,1382,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","",519,NA,"lambda nu nu",0,NA,"exclude","child criteria 3: skipped >40% items for 1 or more alphabets"
3844,"child",8,4,1410,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&mu;&mu;",28110,"lambda mu mu","lambda nu nu",0,2,"include",""
3843,"child",9,5,1433,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",89654,"lambda nu nu","lambda nu nu",1,0,"include",""
3845,"child",9,5,1435,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",27077,"lambda nu nu","lambda nu nu",1,0,"maybe","answered < 40% of Latin alphabet items correctly"
3846,"child",7,4,1449,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",69221,"lambda nu nu","lambda nu nu",1,0,"include",""
3848,"child",9,5,1474,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&gamma;&nu;&nu;",28776,"gamma nu nu","lambda nu nu",0,1,"include",""
3862,"child",9,5,1525,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",23647,"lambda nu nu","lambda nu nu",1,0,"include",""
3863,"child",8,5,1544,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",43681,"lambda nu nu","lambda nu nu",1,0,"include",""
3864,"child",9,5,1560,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",27736,"lambda nu nu","lambda nu nu",1,0,"include",""
3865,"child",9,5,1602,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","",304,NA,"lambda nu nu",0,NA,"include",""
3872,"child",9,5,1621,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&eta;&nu;&nu;",19185,"eta nu nu","lambda nu nu",0,1,"include",""
3867,"child",8,4,1629,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;",112828,"lambda nu","lambda nu nu",0,2,"include",""
3871,"child",8,4,1646,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",47980,"lambda nu nu","lambda nu nu",1,0,"include",""
3873,"child",7,4,1655,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",26771,"lambda nu nu","lambda nu nu",1,0,"include",""
3874,"child",7,4,1677,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",20641,"lambda nu nu","lambda nu nu",1,0,"include",""
3894,"adult",17,NA,1809,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",18281,"lambda nu nu","lambda nu nu",1,0,"exclude","adult criterion 1: <80% items answered"
3895,"adult",17,NA,1826,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&mu;&mu;",29866,"lambda mu mu","lambda nu nu",0,2,"include","include"
3896,"adult",23,NA,1843,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11017,"lambda nu nu","lambda nu nu",1,0,"include","include"
3912,"adult",17,NA,1981,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12127,"lambda nu nu","lambda nu nu",1,0,"include","include"
3916,"adult",17,NA,1998,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",15552,"lambda nu nu","lambda nu nu",1,0,"include","include"
3918,"adult",22,NA,2015,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9095,"lambda nu nu","lambda nu nu",1,0,"include","include"
3931,"adult",47,NA,2121,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8394,"lambda nu nu","lambda nu nu",1,0,"include","include"
3932,"adult",23,NA,2138,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8543,"lambda nu nu","lambda nu nu",1,0,"include","include"
3935,"adult",24,NA,2155,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",48918,"lambda nu nu","lambda nu nu",1,0,"include","include"
3947,"adult",24,NA,2189,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11454,"lambda nu nu","lambda nu nu",1,0,"include","include"
3948,"adult",24,NA,2203,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",7909,"lambda nu nu","lambda nu nu",1,0,"include","include"
3949,"adult",24,NA,2227,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12053,"lambda nu nu","lambda nu nu",1,0,"include","include"
3951,"adult",25,NA,2236,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",15474,"lambda nu nu","lambda nu nu",1,0,"exclude","adult criterion 1: <80% items answered"
3952,"adult",17,NA,2273,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",14327,"lambda nu nu","lambda nu nu",1,0,"include","include"
3950,"adult",30,NA,2277,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",20451,"lambda nu nu","lambda nu nu",1,0,"include","include"
3957,"adult",29,NA,2297,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8203,"lambda nu nu","lambda nu nu",1,0,"include","include"
3959,"adult",17,NA,2304,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9559,"lambda nu nu","lambda nu nu",1,0,"include","include"
3956,"adult",17,NA,2308,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",27752,"lambda nu nu","lambda nu nu",1,0,"include","include"
3958,"adult",26,NA,2325,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&chi;&upsi;&pi;",2700,"chi upsi pi","lambda nu nu",0,6,"exclude","adult criterion 1: <80% items answered"
3961,"adult",17,NA,2333,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",5897,"lambda nu nu","lambda nu nu",1,0,"include","include"
3963,"adult",19,NA,2373,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",7793,"lambda nu nu","lambda nu nu",1,0,"include","include"
3964,"adult",20,NA,2402,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",7984,"lambda nu nu","lambda nu nu",1,0,"include","include"
3969,"adult",37,NA,2417,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",5743,"lambda nu nu","lambda nu nu",1,0,"include","include"
3967,"adult",20,NA,2421,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11183,"lambda nu nu","lambda nu nu",1,0,"include","include"
3965,"adult",39,NA,2433,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12935,"lambda nu nu","lambda nu nu",1,0,"include","include"
3966,"adult",19,NA,2468,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",17403,"lambda nu nu","lambda nu nu",1,0,"exclude","adult criterion 1: <80% items answered"
3971,"adult",19,NA,2494,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",10984,"lambda nu nu","lambda nu nu",1,0,"include","include"
3970,"adult",22,NA,2520,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",10550,"lambda nu nu","lambda nu nu",1,0,"include","include"
3973,"adult",17,NA,2566,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8137,"lambda nu nu","lambda nu nu",1,0,"include","include"
3982,"adult",22,NA,2569,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9582,"lambda nu nu","lambda nu nu",1,0,"include","include"
3977,"adult",25,NA,2582,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11404,"lambda nu nu","lambda nu nu",1,0,"include","include"
3978,"adult",22,NA,2589,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12545,"lambda nu nu","lambda nu nu",1,0,"include","include"
3975,"adult",20,NA,2594,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9833,"lambda nu nu","lambda nu nu",1,0,"include","include"
3974,"adult",19,NA,2617,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",19933,"lambda nu nu","lambda nu nu",1,0,"include","include"
3983,"adult",22,NA,2642,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12163,"lambda nu nu","lambda nu nu",1,0,"include","include"
3953,"adult",33,NA,2651,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",13394,"lambda nu nu","lambda nu nu",1,0,"include","include"
3972,"adult",20,NA,2690,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12004,"lambda nu nu","lambda nu nu",1,0,"include","include"
3962,"adult",30,NA,2694,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",10952,"lambda nu nu","lambda nu nu",1,0,"include","include"
3976,"adult",27,NA,2736,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",19775,"lambda nu nu","lambda nu nu",1,0,"include","include"
3981,"adult",17,NA,2751,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",29205,"lambda nu nu","lambda nu nu",1,0,"include","include"
3992,"adult",33,NA,2767,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",7822,"lambda nu nu","lambda nu nu",1,0,"include","include"
3980,"adult",24,NA,2770,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9719,"lambda nu nu","lambda nu nu",1,0,"include","include"
3986,"adult",21,NA,2771,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",12012,"lambda nu nu","lambda nu nu",1,0,"include","include"
3990,"adult",17,NA,2788,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9961,"lambda nu nu","lambda nu nu",1,0,"include","include"
3988,"adult",32,NA,2806,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",14340,"lambda nu nu","lambda nu nu",1,0,"include","include"
3989,"adult",25,NA,2809,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",7124,"lambda nu nu","lambda nu nu",1,0,"include","include"
3987,"adult",26,NA,2811,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",14772,"lambda nu nu","lambda nu nu",1,0,"include","include"
3984,"adult",23,NA,2815,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11423,"lambda nu nu","lambda nu nu",1,0,"include","include"
3996,"adult",21,NA,2887,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11812,"lambda nu nu","lambda nu nu",1,0,"include","include"
3998,"adult",24,NA,2888,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9936,"lambda nu nu","lambda nu nu",1,0,"include","include"
3985,"adult",31,NA,2890,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",16895,"lambda nu nu","lambda nu nu",1,0,"include","include"
3994,"adult",17,NA,2904,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",31906,"lambda nu nu","lambda nu nu",1,0,"include","include"
3995,"adult",28,NA,2917,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11411,"lambda nu nu","lambda nu nu",1,0,"include","include"
3999,"adult",49,NA,2926,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11268,"lambda nu nu","lambda nu nu",1,0,"include","include"
3993,"adult",17,NA,2935,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",25151,"lambda nu nu","lambda nu nu",1,0,"include","include"
4001,"adult",21,NA,2966,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",9587,"lambda nu nu","lambda nu nu",1,0,"include","include"
4000,"adult",39,NA,2981,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11896,"lambda nu nu","lambda nu nu",1,0,"include","include"
4002,"adult",22,NA,2997,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",15895,"lambda nu nu","lambda nu nu",1,0,"include","include"
4003,"adult",22,NA,3018,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8111,"lambda nu nu","lambda nu nu",1,0,"include","include"
4004,"adult",19,NA,3028,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",8740,"lambda nu nu","lambda nu nu",1,0,"include","include"
4005,"adult",17,NA,3054,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",11745,"lambda nu nu","lambda nu nu",1,0,"include","include"
4007,"adult",24,NA,3066,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",13461,"lambda nu nu","lambda nu nu",1,0,"include","include"
4006,"adult",17,NA,3079,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ","&lambda;&nu;&nu;",16715,"lambda nu nu","lambda nu nu",1,0,"include","include"
