model,rowid,timestamp,itemid,prev_next,prev_next_dist,alphabet,stimulus,solution,response,template_nr
google/gemma-2-27b-it,25,20241028222407,225,prev,2,Latin,e,c,c,0
google/gemma-2-27b-it,26,20241028222410,315,next,1,Latin,e,f,f,0
google/gemma-2-27b-it,27,20241028222412,325,next,2,Latin,e,g,g,0
google/gemma-2-27b-it,28,20241028222414,215,prev,1,Greek,epsilon,delta,delta,0
google/gemma-2-27b-it,29,20241028222416,225,prev,2,Greek,epsilon,gamma,gamma,0
google/gemma-2-27b-it,30,20241028222418,315,next,1,Greek,epsilon,zeta,zeta,0
google/gemma-2-27b-it,31,20241028222419,325,next,2,Greek,epsilon,eta,zeta,0
google/gemma-2-27b-it,32,20241028222424,215,prev,1,Symbol,^,!,!,0
google/gemma-2-27b-it,33,20241028222425,225,prev,2,Symbol,^,%,!,0
google/gemma-2-27b-it,34,20241028222428,315,next,1,Symbol,^,#,#,0
google/gemma-2-27b-it,35,20241028222429,325,next,2,Symbol,^,~,~,0
google/gemma-2-27b-it,36,20241028222430,216,prev,1,Latin,f,e,e,0
google/gemma-2-27b-it,37,20241028222431,226,prev,2,Latin,f,d,d,0
google/gemma-2-27b-it,38,20241028222433,316,next,1,Latin,f,g,g,0
google/gemma-2-27b-it,39,20241028222434,326,next,2,Latin,f,h,h,0
google/gemma-2-27b-it,40,20241028222436,216,prev,1,Greek,zeta,epsilon,epsilon,0
google/gemma-2-27b-it,41,20241028222437,226,prev,2,Greek,zeta,delta,epsilon,0
google/gemma-2-27b-it,42,20241028222440,316,next,1,Greek,zeta,eta,eta,0
google/gemma-2-27b-it,43,20241028222441,326,next,2,Greek,zeta,theta,theta,0
google/gemma-2-27b-it,44,20241028222443,216,prev,1,Symbol,#,^,^,0
google/gemma-2-27b-it,45,20241028222444,226,prev,2,Symbol,#,!,^,0
google/gemma-2-27b-it,46,20241028222446,316,next,1,Symbol,#,~,~,0
google/gemma-2-27b-it,47,20241028222446,326,next,2,Symbol,#,$,%,0
google/gemma-2-27b-it,48,20241028222449,217,prev,1,Latin,g,f,f,0
google/gemma-2-27b-it,49,20241028222452,227,prev,2,Latin,g,e,e,0
google/gemma-2-27b-it,50,20241028222455,317,next,1,Latin,g,h,h,0
google/gemma-2-27b-it,51,20241028222457,327,next,2,Latin,g,i,i,0
google/gemma-2-27b-it,52,20241028222458,217,prev,1,Greek,eta,zeta,delta,0
google/gemma-2-27b-it,53,20241028222500,227,prev,2,Greek,eta,epsilon,gamma,0
google/gemma-2-27b-it,54,20241028222501,317,next,1,Greek,eta,theta,theta,0
google/gemma-2-27b-it,55,20241028222502,327,next,2,Greek,eta,iota,theta,0
google/gemma-2-27b-it,56,20241028222504,217,prev,1,Symbol,~,#,#,0
google/gemma-2-27b-it,57,20241028222505,227,prev,2,Symbol,~,^,^,0
google/gemma-2-27b-it,58,20241028222505,317,next,1,Symbol,~,$,$,0
google/gemma-2-27b-it,59,20241028222507,327,next,2,Symbol,~,{,{,0
google/gemma-2-27b-it,60,20241028222509,218,prev,1,Latin,h,g,g,0
google/gemma-2-27b-it,61,20241028222513,228,prev,2,Latin,h,f,f,0
google/gemma-2-27b-it,62,20241028222515,318,next,1,Latin,h,i,i,0
google/gemma-2-27b-it,63,20241028222519,328,next,2,Latin,h,j,j,0
google/gemma-2-27b-it,64,20241028222520,218,prev,1,Greek,theta,eta,eta,0
google/gemma-2-27b-it,65,20241028222523,228,prev,2,Greek,theta,zeta,rho,0
google/gemma-2-27b-it,66,20241028222524,318,next,1,Greek,theta,iota,iota,0
google/gemma-2-27b-it,67,20241028222524,328,next,2,Greek,theta,kappa,iota,0
google/gemma-2-27b-it,68,20241028222527,218,prev,1,Symbol,$,~,~,0
google/gemma-2-27b-it,69,20241028222528,228,prev,2,Symbol,$,#,^,0
google/gemma-2-27b-it,70,20241028222531,318,next,1,Symbol,$,{,{,0
google/gemma-2-27b-it,71,20241028222532,328,next,2,Symbol,$,=,{,0
google/gemma-2-9b-it,0,20241028222533,213,prev,1,Latin,c,b,b,0
google/gemma-2-9b-it,1,20241028222533,223,prev,2,Latin,c,a,a,0
google/gemma-2-9b-it,2,20241028222535,313,next,1,Latin,c,d,d,0
google/gemma-2-9b-it,3,20241028222536,323,next,2,Latin,c,e,e,0
google/gemma-2-9b-it,4,20241028222537,213,prev,1,Greek,gamma,beta,beta,0
google/gemma-2-9b-it,5,20241028222538,223,prev,2,Greek,gamma,alpha,beta,0
google/gemma-2-9b-it,6,20241028222539,313,next,1,Greek,gamma,delta,delta,0
google/gemma-2-9b-it,7,20241028222540,323,next,2,Greek,gamma,epsilon,delta,0
google/gemma-2-9b-it,8,20241028222541,213,prev,1,Symbol,%,@,@,0
google/gemma-2-9b-it,9,20241028222542,223,prev,2,Symbol,%,*,#,0
google/gemma-2-9b-it,10,20241028222544,313,next,1,Symbol,%,!,&,0
google/gemma-2-9b-it,11,20241028222545,323,next,2,Symbol,%,^,^,0
google/gemma-2-9b-it,12,20241028222546,214,prev,1,Latin,d,c,c,0
google/gemma-2-9b-it,13,20241028222547,224,prev,2,Latin,d,b,b,0
google/gemma-2-9b-it,14,20241028222549,314,next,1,Latin,d,e,e,0
google/gemma-2-9b-it,15,20241028222550,324,next,2,Latin,d,f,f,0
google/gemma-2-9b-it,16,20241028222550,214,prev,1,Greek,delta,gamma,gamma,0
google/gemma-2-9b-it,17,20241028222551,224,prev,2,Greek,delta,beta,gamma,0
google/gemma-2-9b-it,18,20241028222552,314,next,1,Greek,delta,epsilon,epsilon,0
google/gemma-2-9b-it,19,20241028222553,324,next,2,Greek,delta,zeta,epsilon,0
google/gemma-2-9b-it,20,20241028222553,214,prev,1,Symbol,!,%,@,0
google/gemma-2-9b-it,21,20241028222554,224,prev,2,Symbol,!,@,#,0
google/gemma-2-9b-it,22,20241028222555,314,next,1,Symbol,!,^,^,0
google/gemma-2-9b-it,23,20241028222556,324,next,2,Symbol,!,#,#,0
google/gemma-2-9b-it,24,20241028222556,215,prev,1,Latin,e,d,d,0
google/gemma-2-9b-it,25,20241028222557,225,prev,2,Latin,e,c,c,0
google/gemma-2-9b-it,26,20241028222558,315,next,1,Latin,e,f,f,0
google/gemma-2-9b-it,27,20241028222558,325,next,2,Latin,e,g,g,0
google/gemma-2-9b-it,28,20241028222559,215,prev,1,Greek,epsilon,delta,delta,0
google/gemma-2-9b-it,29,20241028222600,225,prev,2,Greek,epsilon,gamma,delta,0
google/gemma-2-9b-it,30,20241028222600,315,next,1,Greek,epsilon,zeta,zeta,0
google/gemma-2-9b-it,31,20241028222600,325,next,2,Greek,epsilon,eta,zeta,0
google/gemma-2-9b-it,32,20241028222601,215,prev,1,Symbol,^,!,#,0
google/gemma-2-9b-it,33,20241028222602,225,prev,2,Symbol,^,%,#,0
google/gemma-2-9b-it,34,20241028222603,315,next,1,Symbol,^,#,#,0
google/gemma-2-9b-it,35,20241028222603,325,next,2,Symbol,^,~,$,0
google/gemma-2-9b-it,36,20241028222604,216,prev,1,Latin,f,e,e,0
google/gemma-2-9b-it,37,20241028222604,226,prev,2,Latin,f,d,d,0
google/gemma-2-9b-it,38,20241028222605,316,next,1,Latin,f,g,g,0
google/gemma-2-9b-it,39,20241028222606,326,next,2,Latin,f,h,h,0
google/gemma-2-9b-it,40,20241028222607,216,prev,1,Greek,zeta,epsilon,eta,0
google/gemma-2-9b-it,41,20241028222608,226,prev,2,Greek,zeta,delta,eta,0
google/gemma-2-9b-it,42,20241028222608,316,next,1,Greek,zeta,eta,eta,0
google/gemma-2-9b-it,43,20241028222632,326,next,2,Greek,zeta,theta,eta,0
google/gemma-2-9b-it,44,20241028222632,216,prev,1,Symbol,#,^,$,0
google/gemma-2-9b-it,45,20241028222633,226,prev,2,Symbol,#,!,$,0
google/gemma-2-9b-it,46,20241028222633,316,next,1,Symbol,#,~,$,0
google/gemma-2-9b-it,47,20241028222634,326,next,2,Symbol,#,$,$,0
google/gemma-2-9b-it,48,20241028222635,217,prev,1,Latin,g,f,f,0
google/gemma-2-9b-it,49,20241028222636,227,prev,2,Latin,g,e,e,0
google/gemma-2-9b-it,50,20241028222637,317,next,1,Latin,g,h,h,0
google/gemma-2-9b-it,51,20241028222637,327,next,2,Latin,g,i,i,0
google/gemma-2-9b-it,52,20241028222638,217,prev,1,Greek,eta,zeta,zeta,0
google/gemma-2-9b-it,53,20241028222640,227,prev,2,Greek,eta,epsilon,zeta,0
google/gemma-2-9b-it,54,20241028222641,317,next,1,Greek,eta,theta,"theta 
",0
google/gemma-2-9b-it,55,20241028222642,327,next,2,Greek,eta,iota,"theta 
",0
google/gemma-2-9b-it,56,20241028222642,217,prev,1,Symbol,~,#,#,0
google/gemma-2-9b-it,57,20241028222643,227,prev,2,Symbol,~,^,#,0
google/gemma-2-9b-it,58,20241028222643,317,next,1,Symbol,~,$,$,0
google/gemma-2-9b-it,59,20241028222645,327,next,2,Symbol,~,{,$,0
google/gemma-2-9b-it,60,20241028222645,218,prev,1,Latin,h,g,g,0
google/gemma-2-9b-it,61,20241028222646,228,prev,2,Latin,h,f,f,0
google/gemma-2-9b-it,62,20241028222647,318,next,1,Latin,h,i,i,0
google/gemma-2-9b-it,63,20241028222649,328,next,2,Latin,h,j,j,0
google/gemma-2-9b-it,64,20241028222649,218,prev,1,Greek,theta,eta,eta,0
google/gemma-2-9b-it,65,20241028222650,228,prev,2,Greek,theta,zeta,phi,0
google/gemma-2-9b-it,66,20241028222651,318,next,1,Greek,theta,iota,iota,0
google/gemma-2-9b-it,67,20241028222651,328,next,2,Greek,theta,kappa,iota,0
google/gemma-2-9b-it,68,20241028222652,218,prev,1,Symbol,$,~,#,0
google/gemma-2-9b-it,69,20241028222653,228,prev,2,Symbol,$,#,#,0
google/gemma-2-9b-it,70,20241028222654,318,next,1,Symbol,$,{,{,0
google/gemma-2-9b-it,71,20241028222655,328,next,2,Symbol,$,=,%,0
